Name,Type,RAJ2000,u_RAs,DEJ2000,u_DEs,GLON,GLAT,Pos,e_Pos,Opt,r_Opt,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,l_E_B-V_,E_B-V_,l_E_B-V_2,E_B-V_2,u_E_B-V_,r_Vmag,l_Fx,Fx,Fxu,Range,r_Fx,Porb,Porb2,u_Porb,Ppulse,u_Ppulse,r_Ppulse,Cat,SpType,Name2,u_Name2,Name3,BibCodes
0749-600,,07 56 15.800,,-61 05 59.00,,274.0,-16.2,o,,HD65663,646,6.730000019073486,,,0.05000000074505806,,,-0.25,,0.09000000357627869,,,,"153,154,698",,0.7,,,781,,,,,,,H,B8IIIe,,,SAO250018,"1972A&A....21..373D-Dachs,1984ApJS...56..507W-Wood et al.,-Tuohy et al.                        1,1970A&A.....5..312D-Dachs,"
J0812.4-3114,TP,08 12 28.400,,-31 14 51.00,,249.60000610351562,1.6,x,21.0,LS 992,500,12.420000076293945,,,0.4099999964237213,,,-0.6899999976158142,,,,,,500,,0.6,,,500,80.0,,,31.8851,,"125,577","R,X",B0.5V-IIIe,,,,"1999MNRAS.306...95R-Reig & Roche,1997A&A...323..853M-Motch et al.,2000ApJ...530L..33C-Corbet & Peele,"
0834-430,TP,08 35 55.000,,-43 11 06.00,:,262.0,-1.5,x,60.0,star   *D,334a,20.399999618530273,,,,,,,,4.0,,,,334a,,30.0,300.0,,239,110.0,,,12.3,,"239,773","Gr,R,K,G,C",B0-2III-Ve,,,,"1991IAUC.5354....1M-Grebenev & Sunyaev,-Wilson et al.                       1,2000MNRAS.314...87I-Israel et al.,"
0900-403,P,09 02 06.900,,-40 33 17.00,,263.1000061035156,3.9,o,,HD77581,213,6.900000095367432,,,0.4699999988079071,,,-0.5099999904632568,,0.699999988079071,,,,"183,495,518,717",,2.0,1100.0,,63,8.96,,,283.0,,"162,508,711","U,M,A,H,B,X,AS,R",B0.5Ib,Vela X-1,,GP Vel,"1989PASJ...41....1N-Nagase,1980ApJ...238..969D-Dupree et al.,1983ARA&A..21...13B-Bradt & McClintock,1978A&AS...34....1N-Nicolet,1989ApJ...336..376D-Deeter et al.,1984A&A...135..155V-Van der Klis & Bonnet-Bidaud,1981A&A....96...82V-Van Genderen,1955ApJS....2...41M-Morgan et al.,"
J1008-57,TP,10 09 46.000,,-58 17 32.00,,283.0,-1.8,x,15.0,star,109,15.270000457763672,,,-1.659999966621399,,,,,1.899999976158142,,2.0,,"109,587",,1200.0,,,663,135.0,,,93.5,,"550,635,663","C,R,AS,Exo",O9-B1,,,,"1993IAUC.5836....1S-Stollberg et al.,1985ApJ...288..618R-Ricke & Lebofsky,1994A&A...282L..33P-Petre & Gehrels,1994MNRAS.270L..57C-Coe et al.,1999ApJ...512..920S-Shrader et al.,"
1024.0-5732,P,10 25 56.600,,-57 48 42.00,,284.5,-0.2,o,6.0,Wack 2134,686,12.699999809265137,,,1.5,,,,,1.7999999523162842,,,,81,,1.0,10.0,(0.2-4.5 keV),81,,,,0.061,,81,E,O5:,,,TH{alpha} 35-42,"1989ApJ...338..338C-Caraveo et al.,"
1036-565,,10 30 22.500,,-57 04 39.00,,284.6000061035156,0.7,o,,HD91188,646,6.639999866485596,,,-0.10000000149011612,,,-0.5600000023841858,,,,,,"221,518",,3.3,,,743,,,,,,,A,B4IIIe,4U 1036-56,,SAO238130,"1978A&AS...34....1N-Nicolet,1977ApJS...35..111G-Garrison et al.,1981MNRAS.197..865W-Warwick et al.,"
J1037.5-5647,P,10 37 35.200,,-56 47 59.00,,285.3999938964844,1.5,x,21.0,LS 1698,500,11.300000190734863,,,0.8999999761581421,,,,,0.75,,,,500,,0.17,,,577,,,,862.0,,577,R,B0V-IIIe,,,,"1999MNRAS.306...95R-Reig & Roche,1997A&A...323..853M-Motch et al.,"
1048.1-5937,P,10 50 07.900,,-59 53 16.00,,288.20001220703125,-0.5,x,9.0,,477,,,,,,,,,,,,,,<,0.1,1.0,,632,,,,6.44,,"124,632",E,,,,,"1986ApJ...305..814S-Seward et al.,1990MNRAS.243..553C-Corbet & Day,"
1118-615,PT,11 20 57.200,,-61 54 58.00,,292.5,-0.9,o,,He3-640,339,12.100000381469727,,,0.9599999785423279,,,-0.30000001192092896,,1.2000000476837158,,,,339,,0.1,70.0,,"63, 497",,,,405.0,,508,A,O9.5 III-Ve,,,,"1989PASJ...41....1N-Nagase,1983ARA&A..21...13B-Bradt & McClintock,1981A&A....99..274J-Janot-Pacheco et al.,"
1119-603,P,11 21 15.200,,-60 37 24.00,,292.1000061035156,0.3,o,3.0,V779 Cen,"72,394",13.300000190734863,,,1.0700000524520874,,,-0.03999999910593033,,1.399999976158142,,,,"315,394,586",,10.0,312.0,,63,2.09,,,4.84,,"366,508","U,M,A,H",O6.5 II-III,Cen X-3,,,"1974ApJ...189L.113R-Rickard,1989PASJ...41....1N-Nagase,1983ApJ...268..790K-Kelley et al.,1979ApJ...229.1079H-Hutchings et al.,1983ARA&A..21...13B-Bradt & McClintock,1974ApJ...192L.135K-Krzeminsky et al.,"
1145-619,PT,11 48 00.100,,-62 12 25.00,,295.6000061035156,-0.2,o,,Hen 715,64,9.300000190734863,,,0.18000000715255737,,,-0.8100000023841858,,0.3499999940395355,,,,"195,518,746",,4.0,1000.0,,63,187.5,,,292.4,,"508,748","U,M,A,H,S",B1Vne,,,HD102567,"1988A&A...198..200W-Waters et al.,1961MNRAS.122..239F-Feast et al.,1989PASJ...41....1N-Nagase,1978A&AS...34....1N-Nicolet,1983ARA&A..21...13B-Bradt & McClintock,1981MNRAS.195..197W-Watson et al.,"
1145.1-6141,P,11 47 28.600,,-61 57 14.00,,295.5,0.0,o,2.0,V830 Cen,316,13.100000381469727,,,1.5,,,0.15000000596046448,,1.600000023841858,,,,"166,325",,4.0,40.0,,316,5.65,,,298.0,,"325,508","A,E,C",B2Iae,,,,"1989PASJ...41....1N-Nagase,1982A&A...114L...7I-Ilovaisky et al.,1981AJ.....86..871H-Hutchings et al.,1982MNRAS.201..171D-Densham & Charles,"
1223-624,PT,12 26 37.600,,-62 46 13.00,,300.1000061035156,0.0,o,3.0,BP Cru,64,10.800000190734863,,,1.7599999904632568,,,0.41999998688697815,,1.7999999523162842,,,,"59,260,688,734",,9.0,1000.0,,63,41.59,,,696.0,,"508,613","U,M,A,H,S,AS,C",B1-1.5Ia,GX 301-2,,Wra 977,"1986ApJ...304..241S-Sato et al.,1989PASJ...41....1N-Nagase,1973ApJ...186L..81V-Vidal,1979MNRAS.188...19T-Thomas et al.,1979A&A....76..245H-Hammerschlag-Hensberge et al.,1976ApJ...203..689B-Bord et al.,1983ARA&A..21...13B-Bradt & McClintock,"
1239-599,P,12 42 01.700,,-60 12 06.00,,301.79998779296875,2.6,x,30.0,,177,,,,,,,,,,,,,,,3.0,16.0,,"63,743,781",,,,191.0,,297,"A,H,S",,,,,"1984ApJS...56..507W-Wood et al.,1981MNRAS.197..865W-Warwick et al.,1983ARA&A..21...13B-Bradt & McClintock,1977MNRAS.180p..21H-Huckle et al.,"
1244-604,T,12 47 35.000,,-60 38 36.00,:,302.5,2.2,x,372.0,,,,,,,,,,,,,,,,<,24.0,100.0,,82,,,,,,,A,,,,,"1977MNRAS.179p..27C-Carpenter et al.,"
1246-588,T,12 49 36.000,,-59 07 18.00,:,302.70001220703125,3.8,x,270.0,,,,,,,,,,,,,,,,<,24.0,300.0,,82,,,,,,,"U,A,H",,,,,"1977MNRAS.179p..27C-Carpenter et al.,"
1249-637,,12 42 50.400,,-63 03 32.00,,302.0,-0.2,o,,HD110432,646,5.309999942779541,,,0.27000001072883606,,,-0.7900000214576721,,0.4000000059604645,,,,"103,518",,2.2,,,781,,,,,,,H,B0IIIe,,,SAO252002,"1978A&AS...34....1N-Nicolet,1984ApJS...56..507W-Wood et al.,1984A&AS...57..239C-Codina et al.,"
1253-761,,12 39 15.000,,-75 22 12.00,,302.1000061035156,-12.5,o,,HD109857,646,6.489999771118164,,,0.07999999821186066,,,-0.23999999463558197,,0.20000000298023224,,,,"103,518",,0.6,,,781,,,,,,,H,B7Vne,,,SAO256967,"1978A&AS...34....1N-Nicolet,1984ApJS...56..507W-Wood et al.,1984A&AS...57..239C-Codina et al.,"
1255-567,,12 54 37.000,,-57 10 06.00,,303.3999938964844,5.7,o,,{mu}^2^ Cru,,5.170000076293945,,,-0.11999999731779099,,,-0.5099999904632568,,0.03999999910593033,,,,"518,639",,0.8,,,781,,,,,,,H,B5Ve,,,HD1120912,"1978A&AS...34....1N-Nicolet,1984ApJS...56..507W-Wood et al.,1982ApJS...50...55S-Slettebak,"
1258-613,PT?,13 01 17.200,,-61 36 07.00,,302.1000061035156,1.2,o,2.0,V 850 Cen,465,13.5,14.199999809265137,,1.7000000476837158,,,0.800000011920929,,2.0,,,,"127,256,538",,0.3,200.0,,"63,554",133.0,,?,272.0,,"508,562","U,M,A,S",B2Vne,GX 304-1,,*2 (MMV),"1986A&A...163...93P-Pietsch et al.,1988IBVS.3260....1H-Haefner,1980MNRAS.190..537P-Parkes et al.,1989PASJ...41....1N-Nagase,1983ApJ...273..709P-Priedhorsky & Terrell,1983ARA&A..21...13B-Bradt & McClintock,1986MNRAS.221..961C-Corbet et al.,"
J1324.4-6200,P,13 24 26.300,,-62 00 53.00,,306.79998779296875,0.61,x,90.0,,,,,,,,,,,,,,,,,0.4,,,13,,,,170.84,,13,"B,AS,Exo,E",,1323-6196,,,"1998A&A...339L..41A-Angelini et al.,"
1417-624,PT,14 21 12.900,,-62 41 54.00,,313.0,-1.6,o,,*7,18,17.200000762939453,,:,0.699999988079071,:,1.7000000476837158,0.800000011920929,,2.0,,,:,244,,2.0,43.0,,63,42.12,,,17.6,,"207,508","U,M,A,S,C",OBe,,,,"1989PASJ...41....1N-Nagase,1996A&AS..120C.209F-Finger et al.,1983ARA&A..21...13B-Bradt & McClintock,1984ApJ...276..621G-Grindlay et al.,"
J1452.8-5949,P,14 52 49.300,,-59 49 18.00,,317.6000061035156,-0.44,x,50.0,,,,,,,,,,,,,,,,,0.04,,,522,,,,437.4,,522,B,,,,,"1999A&A...351L..33O-Oosterbroek et al.,"
1538-522,P,15 42 23.300,,-52 23 10.00,,327.3999938964844,2.1,o,,QV Nor,17,14.399999618530273,,,1.899999976158142,,,0.6000000238418579,,2.0999999046325684,,,,"147,324,537",<,3.0,30.0,,63,3.73,,,529.0,,"114,508","U,M,A,H,S",B0Iab,,,*12,"1989PASJ...41....1N-Nagase,1979A&A....71L..17I-Ilovaisky et al.,1983ARA&A..21...13B-Bradt & McClintock,1978ApJ...225L..63C-Crampton et al.,1991ApJ...370..670C-Cominsky & Moraes,1978MNRAS.184p..73P-Parkes et al.,"
1553-542,P,15 57 49.200,,-54 24 52.00,,327.8999938964844,-0.9,x,3.5,,17,,,,,,,,,,,,,,,27.0,,,63,30.6,,,9.3,,"367,508",S,,,,,"1983ApJ...274..765K-Kelley et al.,1989PASJ...41....1N-Nagase,1983ARA&A..21...13B-Bradt & McClintock,"
1555-552,,15 54 22.000,,-55 19 44.00,,327.0,-1.2,o,,HD141926,646,8.600000381469727,,,0.5600000023841858,,,-0.4300000071525574,,,,,,"193,293",,1.7,,,781,,,,,,,H,B2nne,,,SAO243098,"1984ApJS...56..507W-Wood et al.,1985ApJS...58..225F-Fahlman et al.,-Houk & Cowley                       1,"
1657-415,P,17 00 47.900,,-41 40 23.00,,344.3999938964844,0.3,x,15.0,star,21,,,,,,,,,,,,,84,,4.0,42.0,,63,10.4,,,38.0,,"84,205,508","OAO,B",B0-B6Ia-Iab,,,,"1989PASJ...41....1N-Nagase,1983ARA&A..21...13B-Bradt & McClintock,1993ApJ...403L..33C-Chakrabarty et al.,1992IAUC.5430....1F-Finger et al.,"
1700-377,,17 03 56.700,,-37 50 39.00,,347.79998779296875,2.2,o,,HD153919,351,6.599999904632568,,,0.27000001072883606,,,-0.7200000286102295,,0.5199999809265137,,,,"259,263,547,778",<,11.0,110.0,,63,3.41,,,,,"67,251,728","U,M,S,Gro,C,B",O6.5f,,,V884 Sco,"1984A&AS...55....7V-Van Paradijs et al.,1977A&A....56..433H-Hammerschlag-Hensberge & Wu,1990ApJ...352..698H-Hammerschlag-Hensberge et al.,1973MNRAS.163p...7P-Penny et al.,1990ApJ...361..225H-Haberl & White,1974ApJ...187...69W-Wolff & Morrisson,1983ARA&A..21...13B-Bradt & McClintock,1978MNRAS.185..137B-Branduardi et al.,"
J170006-4157,P,17 00 05.300,,-41 57 44.00,,344.0,0.25,x,60.0,,,,,,,,,,,,,,,,,0.4,,,691,,,,714.5,,691,AS,,,,,"1999ApJ...523L..65T-Torii et al.,"
1722-363,P,17 25 55.000,,-36 24 42.00,,351.5,-0.6,x,540.0,,,,,,,,,,,,,,,,,0.2,5.0,,"672,676",,,,413.0,,"508,676",Exo,,,,,"1989PASJ...41....1N-Nagase,1990PASJ...42..287T-Takeuchi et al.,1989PASJ...41..473T-Tawara et al.,"
J1739-302,T,17 38 53.000,,-30 15 36.00,:,358.1000061035156,0.56,x,180.0,,,,,,,,,,,,,,,,,136.0,,(2-25 keV),645,,,,,,,X,,,,,"1998ApJ...501L.181S-Smith et al.,"
J1739.5-2942,,17 39 30.100,,-29 42 07.00,,358.6000061035156,-0.74,x,19.200000762939453,,,,,,,,,,,,,,,,,,,,,,,,,,,"X, C",,,,,
J1744.7-2713,,17 44 45.400,,-27 13 47.00,,1.3600000143051147,1.1,x,18.0,HD161103,,8.399999618530273,,,0.4399999976158142,,,-0.6399999856948853,,,,,,,,0.06,,,,,,,,,,R,B2V-IIIe,,,,
J1749.2-2725,TP,17 49 10.100,,-27 25 16.00,,1.7000000476837158,0.1,x,60.0,,,,,,,,,,,,,,,,,1.36,,,690,,,,220.38,,690,AS,,,,,"1998ApJ...508..854T-Torii et al.,"
J1750-27,P,17 49 12.000,,-26 38 50.00,,2.4000000953674316,0.5,x,120.0,,,,,,,,,,,,,,,,,27.0,,,777,29.8,,,4.45,,"176,627","C,AS",,,,,"1995IAUC.6241....1D-Dotani et al.,1995IAUC.6207....1W-Wilson et al.,1997ApJ...488..831S-Scott et al.,"
1807-10,T,18 10 42.000,:,-10 52 00.00,,18.600000381469727,3.9,x,4680.0,,,,,,,,,,,,,,,,<,2.0,10.0,,215,,,,,,,U,,,,,"1978ApJS...38..357F-Forman et al.,"
J1820.5-1434,P,18 20 29.500,,-14 34 24.00,,16.5,0.07,x,30.0,,,,,,,,,,,,,,,,,1.0,,,376,,,,152.26,,376,AS,,,,,"1998ApJ...495..435K-Kinugaso et al.,"
J1826.2-1450,,18 26 14.900,,-14 50 29.00,,17.899999618530273,-1.29,x,22.0,LS 5039,500,11.229999542236328,,,0.9399999976158142,,,-0.1599999964237213,,0.800000011920929,,,,500,,0.3,,,500,,,,,,,R,O7V((f)),,,,"1997A&A...323..853M-Motch et al.,"
1833-076,PT,18 36 28.900,,-07 36 21.00,,24.5,-0.2,x,30.0,,237,,,,,,,,,,,,,,,1.6,200.0,,"388,563,743",,,,111.0,,"392,508","A,H",,Sct X-1,,,"1990Natur.343..148K-Koyama et al.,1984ApJ...280..661P-Priedhorsky & Terrell,1989PASJ...41....1N-Nagase,1981MNRAS.197..865W-Warwick et al.,1991ApJ...370L..77K-Koyama et al.,"
1839-06,T,18 41 42.000,:,-05 51 00.00,:,26.600000381469727,-0.5,x,1800.0,,,,,,,,,,,,,,,,,1.0,,,388,,,,,,,G,,,,,"1990Natur.343..148K-Koyama et al.,"
1839-04,PT,18 41 48.000,:,-04 27 00.00,:,27.899999618530273,0.1,x,1440.0,,,,,,,,,,,,,,,,,2.5,,,388,,,,81.1,,388,G,,,,,"1990Natur.343..148K-Koyama et al.,"
1843+009,PT,18 45 30.000,:,+00 57 00.00,:,33.099998474121094,1.7,x,600.0,,,,,,,,,,,,,,,,<,0.4,33.0,,388,,,,29.5,,388,"G,C,X,B",,,,,"1990Natur.343..148K-Koyama et al.,"
1845-03,T,18 47 24.000,:,-03 09 00.00,:,29.700000762939453,-0.5,x,1440.0,,,,,,,,,,,,,,,,,1.0,,,388,,,,,,,G,,,,,"1990Natur.343..148K-Koyama et al.,"
1845-024,PT,18 48 17.700,,-02 25 13.00,,30.399999618530273,-0.4,x,30.0,,237,,,,,,,,,,,,,,,1.0,44.0,,"63,388",241.0,,,94.8,,"792,388","A,H,S,G,C,B",,,,,"1996A&AS..120C.227Z-Zhang et al.,1990Natur.343..148K-Koyama et al.,1983ARA&A..21...13B-Bradt & McClintock,"
1845.0-0433,T,18 47 41.000,,-04 30 12.00,,28.799999237060547,-1.22,x,60.0,,111,13.960000038146973,,,2.200000047683716,,,1.0399999618530273,,2.450000047683716,,,,111,,45.0,,(0.7-10 keV),786,,,,,,,AS,O9.5I,,,,"1995PASJ...47..189Y-Yamauchi et al.,1996MNRAS.281..333C-Coe et al.,"
1855-02,PT,18 58 00.000,:,-02 44 00.00,:,31.299999237060547,-2.7,x,600.0,,,,,,,,,,,,,,,,,2.0,,,388,,,,,,,G,,,,,"1990Natur.343..148K-Koyama et al.,"
J1855-026,P,18 55 42.000,:,-02 37 00.00,,31.100000381469727,-2.15,x,360.0,,,,,,,,,,,,,,,,,6.0,,,460,6.1,,,361.0,,"134,460",X,,,,,"1998IAUC.6904Q...1P-Marshell & Takeshima,1999ApJ...517..956C-Corbet et al.,"
J1858+034,TP,18 58 36.000,:,+03 21 00.00,,36.70000076293945,-0.07,x,150.0,,,,,,,,,,,,,,,,,25.0,,,582,,,,221.0,,670,X,,,,,"1998IAUC.6826Q...1J-Remillard & Levine,1998IAUC.6826Q...1J-Takeshima et al.,"
1901+03,T,19 04 12.000,:,+03 10 30.00,:,37.20000076293945,-1.4,x,600.0,,,,,,,,,,,,,,,,<,2.0,87.0,,115,,,,,,,,,,,,"1978ApJ...224...46C-Cominsky et al.,"
J1906+09,P,19 05 20.000,,+09 02 30.00,:,42.599998474121094,1.04,x,120.0,,,,,,,,,,,,,,,,,0.7,,,457,,,,89.17,,457,X,,,,,"1998ApJ...502L.129M-Marsden et al.,"
1907+097,PT,19 09 37.900,,+09 49 49.00,,43.70000076293945,0.5,o,,star,625,16.399999618530273,,,3.200000047683716,,,,,3.299999952316284,,,,"625,718",,4.0,275.0,,63,8.38,,,438.0,,"441,508","U,M,A,H",BI,,,,"1980AJ.....85..549S-Schwartz et al.,1989PASJ...41....1N-Nagase,1989A&A...209..173V-Van Kerkwijk et al.,1984PASJ...36..679M-Makishima et al.,1983ARA&A..21...13B-Bradt & McClintock,"
1909+048,,19 11 49.600,,+04 58 58.00,,39.70000076293945,-2.2,"o,r",,SS433,407,14.199999809265137,,,2.0999999046325684,,,0.6000000238418579,,2.5999999046325684,,,,"450,507,740",,2.0,10.0,,63,13.1,,,,,145,"U,A,H,G",pec,,,V1343 Aql,"1981ApJ...251..604C-Crampton & Hutchings,1986ApJ...308..152W-Wagner et al.,1979ApJ...230L..41M-Margon et al.,1980MNRAS.193..135M-Murdin et al.,1983ARA&A..21...13B-Bradt & McClintock,"
1936+541,,19 32 52.300,,+53 52 45.00,,85.9000015258789,15.9,o,,DM+53 2262,,9.800000190734863,,,,,,,,,,,,698,,0.7,,,781,,,,,,,H,Be,,,,"1984ApJS...56..507W-Wood et al.,-Tuohy et al.                        1,"
J1946+274,TP,19 45 38.000,,+27 21 38.00,,63.20000076293945,1.38,x,60.0,,,,,,,,,,,,,,,,<,1.0,25.0,(2-60 keV),"666,743",80.0,,,15.8,,"80,644","A,X,B",,1942+274,,,"1998IAUC.7014Q...1S-Smith & Takeshima,1981MNRAS.197..865W-Warwick et al.,1999A&A...352L..91C-Campana et al.,1998IAUC.7016Q...1L-Takeshima & Chakrabarty,"
1947+300,T,19 49 35.600,,+30 12 31.00,,66.0999984741211,2.1,o,,*3,238,14.199999809265137,,,0.8999999761581421,,,-0.30000001192092896,,1.100000023841858,,,,"234,238",<,10.0,84.0,,60,,,,,,,K,,,,,"1991PAZh...17..991G-Grankin et al.,1991PAZh...17..938G-Goranskij et al.,1990SvAL...16..345B-Borozdin et al.,"
J1948+32,P,19 48 00.000,:,+32 00 00.00,:,64.9000015258789,1.8,x,,,,,,,,,,,,,,,,,,27.0,53.0,(20-75 keV),85,35.0,70.0,,18.7,,85,C,,,,,"1995ApJ...446..826C-Chakrabarty et al.,"
1954+319,,19 55 43.300,,+32 06 03.00,,68.4000015258789,1.9,x,15.0,,119,,,,,,,,,,,,,,<,1.5,80.0,,"119,743",,,,,,,"U,A",,,,,"1981MNRAS.197..865W-Warwick et al.,-Cook et al.                         1,"
1956+350,U,19 58 21.700,,+35 12 06.00,,71.30000305175781,3.1,"o,r",,HD226868,568,8.899999618530273,,,0.8399999737739563,,,-0.25999999046325684,,1.059999942779541,,,,"116,158,518",,235.0,1320.0,,63,5.0,,,,,227,"U,M,A,H,X,G,C",O9.7Iab,Cyg X-1,,V1357 Cyg,"1978A&A....63..225C-Conti,1982ApJ...260..240G-Gies & Bolton,1978A&AS...34....1N-Nicolet,1983ARA&A..21...13B-Bradt & McClintock,1983ApJ...270..671D-Davis & Hartmann,"
2030+375,PT,20 32 15.300,,+37 38 15.00,,77.19999694824219,-1.3,o,2.0,*2,"107,496",19.700000762939453,,,3.299999952316284,,,,,3.799999952316284,,,,"107,496",<,0.5,1400.0,,541,46.0,,,41.8,,"508,541,662","Exo,C,B,X,AS",B0,,,,"1989ApJ...338..359P-Parmar et al.,1987A&A...182L..55M-Motch & Janot-Pacheco,1989PASJ...41....1N-Nagase,1988MNRAS.232..865C-Coe et al.,-Stollberg et al.                    1,"
2030+407,,20 32 25.700,,+40 57 28.00,,79.9000015258789,0.7,r,,V1521 Cyg,741,,,,,,,,,6.300000190734863,,,,"493,719,741",,90.0,430.0,,63,0.2,,,,,543,"U,M,A,H,CX",Wolf-Rayet,Cyg X-3,,,"1988BAAS...20..736C-Molnar et al.,-Parsignault                         1,1989ApJ...346..971W-Wagner et al.,1983ARA&A..21...13B-Bradt & McClintock,1992Natur.355..703V-Van Kerkwijk et al.,"
J2030.5+4751,,20 30 30.600,,+47 51 46.00,,85.19999694824219,5.02,x,18.0,SAO 49725,500,9.270000457763672,,,0.3799999952316284,,,-0.6499999761581421,,,,,,500,,0.04,,,500,,,,,,,R,B0.5V-IIIe,,,,"1997A&A...323..853M-Motch et al.,"
J2058+42,TP,20 59 00.000,:,+41 43 00.00,,83.5,-2.75,x,240.0,,83,,,,,,,,,,,,,,,320.0,,,775,110.0,,,198.0,,775,"C, X",,,,,"1998ApJ...499..820W-Wilson et al.,"
J2103.5+4545,P,21 03 33.000,,+45 45 00.00,:,87.0999984741211,0.71,x,150.0,,,,,,,,,,,,,,,,,20.0,,,34,12.68,,,358.61,,"34,301","B,X",,,,,"2000IAUC.7355Q...1W-Baykal et al.,1998A&A...337L..25H-Hulleman et al.,"
2138+568,PT,21 39 34.000,:,+57 03 36.00,:,99.0,3.3,x,420.0,star,,,,,,,,,,,,,,53a,<,6.0,100.0,,391,,,,66.2,,"391,508","M,H,G",B1,Cep X-4 ?,,,"1989PASJ...41....1N-Nagase,1998A&A...332L...9B-Bonnet-Bidaud & Mouchet,1991ApJ...366L..19K-Koyama et al.,"
2202+501,,22 01 38.200,,+50 10 04.00,,97.30000305175781,-4.0,o,,DM+49 3718,646,8.800000190734863,,,,,,,,,,,,698,,0.7,,,781,,,,,,,H,Be,,,SAO51568,"1984ApJS...56..507W-Wood et al.,-Tuohy et al.                        1,"
2206+543,,22 07 57.000,,+54 31 06.00,,100.5999984741211,-1.1,o,2.0,star,654,9.899999618530273,,,0.20000000298023224,,,-0.6000000238418579,,0.5,,,,654,,0.6,5.5,,"743,781",,,,392.0,?,611,"U,M,A,H",B1e,,,,"1984ApJS...56..507W-Wood et al.,1981MNRAS.197..865W-Warwick et al.,1992ApJ...401..678S-Saraswat & Apparao,1984ApJ...280..688S-Steiner et al.,"
2214+589,,22 26 33.100,,+61 14 17.00,,106.4000015258789,3.1,o,,GG3 71,233,11.0,,,,,,,,,,,,"264,698",,0.5,,,781,,,,,,,H,B[e,,,,"1999A&A...344..614H-Hang et al.,1984ApJS...56..507W-Wood et al.,-Tuohy et al.                        1,"
J2239.3+6116,T,22 39 20.900,,+61 16 26.80,,107.69999694824219,2.3,o,0.30000001192092896,star,327a,15.100000381469727,,,1.399999976158142,,,,,1.399999976158142,,,,327a,,16.0,,,327a,262.0,,,,,327a,"B,A,U,X",B0V-B2IIIe,,,,"2000A&A...361...85I-in't Zand et al.,"
