Name,Type,RAJ2000,u_RAs,DEJ2000,u_DEs,GLON,GLAT,Pos,e_Pos,Opt,r_Opt,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,l_E_B-V_,E_B-V_,l_E_B-V_2,E_B-V_2,u_E_B-V_,r_Vmag,l_Fx,Fx,Fxu,Range,r_Fx,Porb,Porb2,u_Porb,Ppulse,u_Ppulse,r_Ppulse,Cat,SpType,Name2,u_Name2,Name3,BibCodes
0836-429,TB,08 37 23.000,,-42 53 09.00,,261.8999938964844,-1.1,x,60.0,,72,,,,,,,,,,,,,,,1.0,55.0,,"230,511,794",,,,,,,"U,M,Gr,G,R",,,,,"1978ApJ...224...46C-Cominsky, L. et al.,1990IAUC.5142....1M-Makino, F. et al.,1990IAUC.5142....1M-Hasinger, G. et al.,"
0918-549,,09 20 26.800,,-55 12 24.00,,275.8999938964844,-3.8,x,5.0,*X,187,21.0,,,0.30000001192092896,,,-0.8999999761581421,,0.30000001192092896,,,,"187,1348",,10.0,,,187,,,,,,,"U,M,A,H,S",,,,,"1986A&AS...63...71V-van Paradijs, J. et al.,1987A&A...172..167C-Chevalier, C. & Ilovaisky, .A.,"
0921-630,D,09 22 34.700,,-63 17 42.00,,281.79998779296875,-9.3,o,,V395 Car,760,15.300000190734863,,,0.6000000238418579,,,-0.5,,0.20000000298023224,,,,"113,186,847,1348",,3.0,,,"760,847",216.2,,,,,"846,847","A,S,Exo",,,,,"1982A&A...112...68C-Chevalier, C. & Ilovaisky, .A.,1987MNRAS.226..423M-Mason, K.O. et al.,1986A&AS...63...71V-van Paradijs, J. et al.,1985SSRv...40..225M-Mason, K.O. et al.,1978Natur.276..799L-Li, F.K. et al.,1983MNRAS.205..403B-Branduardi-Raymont, G. et a.,"
1009-45,TU,10 13 36.000,,-45 04 35.00,,275.3999938964844,9.4,o,,*1,"306,1140",14.710000038146973,,,0.12999999523162842,,,,,0.20000000298023224,,,,306,,800.0,,(1-10keV),1263,,,,,,,"C, AS, Gr",,XN Vel 1993,,,"1993IAUC.5888....1B-Tanaka, Y.,"
J1118+480,TA?,11 18 10.850,,+48 02 12.90,,157.60000610351562,62.3,o,0.20000000298023224,*1,1312,12.25,18.799999237060547,,,,,,<,0.024000000208616257,,,,"410,1312",,40.0,,(2-12keV),1084,4.1,,,,,"232,1312","AS,X,C",,,,,"2000IAUC.7397Q...1M-Cook, L. et al.,2000IAUC.7389Q...1P-Remillard, R. et al.,2000IAUC.7392Q...1S-Garcia, M. et al.,2000PASJ...52L..15U-Uemura, M. et al.,"
1124-684,TU,11 26 26.700,,-68 40 33.00,,295.0,-6.1,o,,,303,13.600000381469727,,,0.30000001192092896,,,,,0.25,,,,"303,435",<,4.0,3000.0,,"1235,1241",10.4,,,,,"27,867,1075","Gr,G,C",,N Mus 1991,,,"1992IAUC.5499....1M-McClintock, J.E. et al.,1991IAUC.5176....1S-Sunyaev, R.A. et al.,1991A&A...247L..33D-Della Valle, M. et al.,1991IAUC.5174....1G-Gonzalez-Riestra, R. et al.,1991IAUC.5398....1S-Sunyaev, R.A. et al.,1992ApJ...391..298B-Bailyn, C.,1992ApJ...399L.145R-Remillard, R.E. et al.,"
1254-690,BD,12 57 37.200,,-69 17 21.00,,303.5,-6.4,o,,GR Mus,463,19.100000381469727,,,0.30000001192092896,,,,,0.3499999940395355,,,,927,,25.0,,,247,3.93,,,,,"247,927","U,M,A,H,S,X,G",,,,,"1986ApJ...309..265C-Courvoisier, T.J.-L. et al.,1987ApJ...313..792M-Motch, C. et al.,"
1323-619,BD,13 26 36.100,,-62 08 10.00,,307.1000061035156,0.2,x,3.0,,1000,,,,,,,,~,5.0,,,:,1000,,7.0,,,"1000,1399",2.93,,,,,1000,"U,M,A,B",,,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1989ApJ...338.1024P-Parmar, A.N. et al.,"
1354-645,TU,13 58 09.700,,-64 44 05.00,,310.0,-2.8,o,,BW Cir,678,16.899999618530273,,,1.100000023841858,,,-0.10000000149011612,~,1.0,,,:,678,,5.0,120.0,,"678,1135",,,,,,,"M,G,X",,Cen X-2,?,,"1976MNRAS.177p..13S-Seward, F.D. et al.,1990ApJ...361..590K-Kitamoto, S. et al.,"
1455-314,TB,14 58 22.000,,-31 40 08.00,,332.20001220703125,23.9,o,,V822 Cen,141,12.800000190734863,,,0.05000000074505806,,,-0.8999999761581421,,0.10000000149011612,,,,"84,141",,0.1,20000.0,,"231,1350",15.1,,,,,"196,254,858","V,A,Ha,AS,B,R",,Cen X-4,,,"1988AJ.....95.1231C-Cowley, A.P. et al.,1987A&A...182...47V-van Paradijs, J. et al.,1980ApJ...236L..55C-Canizares, C.R. et al.,1969ApJ...157L.157C-Conner, J.P. et al.,1989A&A...210..114C-Chevalier, C. et al.,1990ApJ...350..386M-McClintock, J.E. & Remillar, R.A.,1984ApJ...278..270B-Blair, W.P. et al.,"
1516-569,TBA,15 20 40.900,,-57 10 01.00,,322.1000061035156,0.0,r,,BR Cir,916,21.399999618530273,,,,,,,>,1.0,,,,"916,1216",,5.0,3000.0,,103,398.4,,,,,655,"U,M,A,H,S,AS,X",,Cir X-1,,,"1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,1976ApJ...208L..71K-Kaluzienski, L.J. et al.,1992A&A...260L...7M-Moneti, A.,1991MNRAS.253..212S-Stewart, R.T. et al.,"
1524-617,TU,15 28 17.200,,-61 52 58.00,,320.29998779296875,-4.4,o,3.0,KY TrA,940,,,,,,,,,0.699999988079071,,,,940,<,5.0,950.0,,103,,,,,,,"A,S,R.Gr",,TrA X-1,,*N,"1977MNRAS.178p..27M-Murdin, P. et al.,1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,"
1543-475,TU,15 47 08.600,,-47 40 10.00,,330.8999938964844,54.0,o,,star,183,14.899999618530273,,,0.6000000238418579,,,,,0.699999988079071,,,,"1025,1340",<,1.0,15000.0,,"103,676",26.95,,,,,984,"U,M,T,C",,,,,"1983IAUC.3858.....B-Pedersen, H. et al.,1984PASJ...36..799K-Kitamoto, S. et al.,1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,1989ApJ...344..320V-van der Woerd, H. et al.,1998ApJ...499..375O-Orosz, J.A. et al.,"
1543-624,,15 47 54.800,,-62 34 05.00,,321.79998779296875,-6.3,o,,*6,8,,,,,,,,,0.5,,,,860,,35.0,,,1399,,,,,,,"U,M,A,H,S,Exo",,,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1978IAUC.3251Q...1M-McClintock, J. et al.,"
J1550-564,T,15 50 58.780,,-56 28 35.00,,325.8999938964844,-1.8,o,2.0,,630,16.600000381469727,21.399999618530273,,1.350000023841858,,,,,0.699999988079071,,1.600000023841858,,"629,630,1114",,600.0,7000.0,,"272,1080",36.96,,,,,631,"X,AS,C",,,,,"1999A&A...348L...9S-Sanchez-Fernandez, C. et al,1998IAUC.7019Q...1R-Remillard, R.A. et al.,1999IAUC.7187Q...1B-Jain, R.K. et al.,1999ApJ...512L..43C-Cui, W. et al.,2000IAUC.7400Q...1M-Jain, R.K. & Bailyn, C.D.,1999ApJ...517L.131J-Jain, R.K. et al.,"
1556-605,,16 01 02.300,,-60 44 17.00,,324.1000061035156,-5.9,o,,LU TrA,928,18.600000381469727,19.200000762939453,,0.44999998807907104,,,-0.699999988079071,,0.6000000238418579,,,,"928,1127",,16.0,,,"928,1399",9.1,,:,,,1170,"U,M,A,H,S",,*X,,,"1989A&A...219..158M-Motch, C. et al.,1991PASP..103..636S-Smale, A.P.,1981MNRAS.197..865W-Warwick, R.S. et al.,1990PASP..102..144S-Schmidtke, P.,"
1603.6+2600,,16 05 45.800,,+25 51 45.00,,42.79999923706055,46.8,o,,UW CrB,488,19.700000762939453,,,,,,,<,0.10000000149011612,,,,921,,0.15,,(0.3-3.2keV),921,1.85,,,,,921,"E,R",,,,,"1990ApJ...365..686M-Morris, S.L. et al.,"
J1603.9-7753,TB,16 03 54.000,,-77 53 06.00,,312.3999938964844,-18.7,x,180.0,,,,,,,,,,,,,,,,,160.0,,,933,,,,,,,B,,,,,"1998IAUC.6842Q...1C-Muller, J.M. et al.,"
1608-522,TBA,16 12 43.000,,-52 25 23.00,,330.8999938964844,-0.9,o,,QX Nor,"470,1382",,,,,,,,,1.5,,,,"470,1028",<,1.0,110.0,,103,,,,,,,"U,M,H,S,AS,C,X",,,,,"1978ApJ...220L.127G-Grindlay, J.E. & Liller, W.,1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,1989A&A...208..146P-Penninx, W. et al.,"
1617-155,Z,16 19 55.100,,-15 38 25.00,,359.1000061035156,23.8,o,,V818 Sco,"447,1115",12.199999809265137,,,0.20000000298023224,,,-0.800000011920929,,0.15000000596046448,,0.30000001192092896,,"397,537,1379",,14000.0,,,1399,18.9,,,,,"442,727","U,M,A,H",,Sco X-1,,,"1970ARA&A...8..139H-Hiltner, W.A. & Mook, D.E.,1985AJ.....90.2077L-LaSala, J. & Thorstensen, JR.,1981MNRAS.197..865W-Warwick, R.S. et al.,1975ApJ...195L..33G-Gottlieb, E.W. et al.,1995ApJ...439..976G-Gallagher, D. et al.,1991ApJ...376..278V-Vrtilek, S.D. et al.,"
1624-490,D,16 28 02.400,,-49 11 25.00,,334.8999938964844,-0.3,x,12.0,,1072,,,,,,,,~,7.0,,,,1404,,55.0,,,1399,21.0,,,,,640,"U,M,A,H,S,X,B",,,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1985SSRv...40..195W-Watson, M.G. et al.,...................-Jones, M.H. & Watson, M.G.          *,"
1627-673,P,16 32 16.800,,-67 27 43.00,,321.79998779296875,-13.1,o,,KZ TrA,"105,633",18.5,,,0.10000000149011612,,,-1.2000000476837158,,0.10000000149011612,,,,"861,1348",,25.0,,,872,0.69,,,7.7,,"891,943","U,M,A,H,S,B,R,AS,C,X,Exo",,*4,,,"1989PASJ...41....1N-Nagase, F.,1981ApJ...244.1001M-Middleditch, J. et al.,1977Natur.270..320M-McClintock, J.E. et al.,1986A&AS...63...71V-van Paradijs, J. et al.,1981MNRAS.197..893M-McHardy, I.M. et al.,"
1630-472,TUD,16 34 00.400,,-47 23 39.00,,336.8999938964844,0.3,x,10.0,,997,,,,,,,,,4.5,,,,997,<,2.0,1400.0,,103,,,,,,,"U,M,A,C,X,B,G,E",,,,,"1986ApJ...304..664P-Parmar, A.N. et al.,1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,"
1632-477,,16 36 28.000,,-47 49 37.00,,336.8999938964844,-0.4,x,66.0,,,,,,,,,,,,,,,,,13.0,,,611,,,,,,,K,,,,,"...................-in't Zand, J.J.M. et al.            *,"
1636-536,BA,16 40 55.500,,-53 45 05.00,,332.8999938964844,-4.8,o,,V801 Ara,633,17.5,,,0.699999988079071,,,-0.699999988079071,,0.800000011920929,,,,"730,861",,220.0,,,1399,3.8,,,,,1354,"U,M,A,H,S,X,Exo",,*3,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1990A&A...234..181V-van Paradijs, J. et al.,1983ApJ...271..793L-Lawrence, A. et al.,1977Natur.270..320M-McClintock, J.E. et al.,"
1642-455,Z,16 45 47.700,,-45 36 40.00,,339.6000061035156,-0.1,r,,,8,,,,,,,,,12.0,,,:,527,,500.0,,,1399,,,,,,,"U,M,A,H,S,X",,GX 340+0,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1984ApJ...282..118H-Hertz, P. & Grindlay, J.E.,"
J1655-40,TD,16 54 00.137,,-39 50 44.90,,345.0,2.5,o,,*1,"30,1324",14.199999809265137,17.299999237060547,,1.0,,,,,1.100000023841858,,1.2999999523162842,,"30,593",,1600.0,,(2-12keV),1076,62.88,,,,,"30,1323","C,AS,X,R,Gr",,XN Sco 1994,,,"1997MNRAS.286L..43V-van der Hooft, F. et al.,1998MNRAS.300...64H-Hynes, R.I. et al.,1995Natur.374..701B-Bailyn, C.D. et al.,1996IAUC.6393Q...1R-Remillard, R.A. et al.,"
1656+354,P,16 57 49.800,,+35 20 33.00,,58.20000076293945,37.5,o,,HZ Her,"326,447",13.0,14.600000381469727,,-0.20000000298023224,,,-0.8999999761581421,<,0.05000000074505806,,,,"100,483",,15.0,50.0,,"872,1448",40.8,,,1.24,,"297,943","U,M,A,H,G,X,B,AS",,Her X-1,,,"1989PASJ...41....1N-Nagase, F.,1984ApJS...56..507W-Wood, K.S. et al.,1973ApJ...186..617B-Boynton, P.E. et al.,1980ApJ...237..163G-Gursky, H.et al.,1981MNRAS.197..893M-McHardy, I.M. et al.,1981ApJ...247.1003D-Deeter, J.E. et al.,"
1658-298,TBD,17 02 06.300,,-29 56 45.00,,353.79998779296875,7.3,o,,V2134 Oph,330,18.299999237060547,,,0.44999998807907104,,,-0.4000000059604645,,0.30000001192092896,,,,"330,954",<,5.0,80.0,,103,7.11,,,,,228,"A,H,X",,*T,,,"1980A&AS...42..251N-Neckel, T. & Klare, G.,1979ApJ...228L..67D-Doxsey, R. et al.,1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,1989ApJ...337..485C-Cominsky, L. & Wood, K.S.,"
1659-487,TU,17 02 49.500,,-48 47 23.00,,338.8999938964844,-4.3,o,,V821 Ara,"122,330",15.5,,,0.800000011920929,,,-0.10000000149011612,,1.100000023841858,,,,"252,800,1348",,1.5,900.0,,"603,912",14.83,,,,,"122,582","U,M,A,H,K,B,X,C",,GX339-4,,*V,"1986A&A...164...67I-Ilovaisky, S.A. et al.,1991ApJ...383..784M-Miyamoto, S. et al.,1992MNRAS.259..395C-Callanan, P.J. et al.,1986A&AS...63...71V-van Paradijs, J. et al.,1987AJ.....93..195C-Cowley, A.P. et al.,1986ApJ...308..635M-Makishima, K. et al.,1988IAUC.4532.....H-Honey, W.B. et al.,"
1702-363,Z,17 05 44.500,,-36 25 22.00,,349.1000061035156,2.7,r,,*6,"234,1026",18.600000381469727,,,1.5,,,,,1.2999999523162842,,,:,"234,1026",,825.0,,,1399,21.85,22.5,,,,"55,1383,1384","U,M,A,H,S,X",,GX349+2,,,"1996AJ....112.2684W-Wachter, S. & Margon, B.,1981MNRAS.197..865W-Warwick, R.S. et al.,1991A&A...246L..81P-Penninx, W. & Augusteijn, T.,1997ApJ...490..401W-Wachter, S.,1997A&A...325.1035B-Barziv, O. et al.,1991A&A...244..358C-Cooke, B.A. & Ponman, T.J.,"
1702-429,BA,17 06 15.300,,-43 02 10.00,,343.8999938964844,-1.3,x,5.0,,527,,,,,,,,,2.5,,,,527,,45.0,,,"634,970",,,,,,,"U,M,S,X",,,,,"1984ApJ...282..118H-Hertz, P. & Grindlay, J.E.,1991A&A...250..389O-Oosterbroek, T. et al.,1978Natur.272..701J-Jernigan, J.G. et al.,"
1704+240,,17 06 34.600,,+23 58 18.00,,45.20000076293945,33.0,o,,HD 154791,403,7.800000190734863,,,1.2999999523162842,,,2.0999999046325684,,0.30000001192092896,,,,403,<,0.5,11.0,,103,,,,,,,"A,H,R",,,,,"1983ApJ...267..291G-Garcia, M. et al.,1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,"
1705-250,T,17 08 14.600,,-25 05 29.00,,358.20001220703125,9.1,o,2.0,V2107 Oph,462,15.899999618530273,,,0.6000000238418579,,,,,0.5,,,,462,<,2.0,3600.0,,103,12.5,,,,,"366,1077","A,H",,N Oph 1977,,,"1978ApJ...221L..63G-Griffiths, R.E. et al.,1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,1997PASP..109..461F-Filippenko, A.V. et al.,1996ApJ...459..226R-Remillard, R. et al.,"
1705-440,BA,17 08 54.700,,-44 06 02.00,,343.79998779296875,-2.3,x,13.0,,1072,,,,,,,,,2.0,,,:,722,,10.0,280.0,,"722,1399",,,,,,,"U,M,A,S",,,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1987ApJ...323..288L-Langmeier, A. et al.,"
1708-408,,17 12 23.000,,-40 50 36.00,,346.29998779296875,-0.9,x,60.0,,,,,,,,,,,,,,,,,32.0,,,611,,,,,,,"U,M,A,H",,,,,"...................-in't Zand, J.J.M. et al.            *,"
J1709-267,TB,17 09 30.200,,-26 39 27.00,,357.5,7.9,x,120.0,,,,,,,,,,,,,,,,,150.0,,,825,,,,,,,"X,R,B",,,,,"1997IAUC.6543Q...1M-Marshall, F.E. et al.,"
J1710-281,TB(?),17 10 12.300,,-28 07 54.00,,356.3999938964844,6.9,x,,,,,,,,,,,,,,,,,,2.0,,,816,,,,,,,"X,R",,,,,"1998IAUC.6998Q...1W-Markwardt, C.B. et al.,"
1711-339,T,17 14 19.200,,-34 02 58.00,,352.1000061035156,2.7,x,40.0,,453,,,,,,,,,,,,,,,16.0,130.0,,103,,,,,,,"H,S,R",,,,,"1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,"
J1712.6-3739,TB,17 12 34.000,,-37 38 36.00,,348.8999938964844,0.94,x,180.0,,,,,,,,,,,,,,,,,34.0,,(2-9keV),619,,,,,,,B,,,,,"1999IAUC.7243Q...1J-in't Zand, J.J.M. et al.,"
1715-321,B,17 18 47.400,,-32 10 40.00,,354.1000061035156,3.1,x,23.0,,1072,,,,,,,,,,,,,,,28.0,,,"812,814,1399",,,,,,,"M,A,H,S",,,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1976ApJ...208L.115M-Markert, T.H. et al.,1979ApJS...39..573M-Markert, T.H. et al.,"
1716-249,T,17 19 36.900,,-25 01 03.00,,359.79998779296875,7.6,r,0.5,V2293 Oph,"305,838",16.649999618530273,21.0,,0.8999999761581421,,,,,0.8999999761581421,,,,305,,1500.0,,(20-100keV),501,14.7,,,,,838,"Gr,K,C,AS",,XN Oph 1993,,,"1996A&A...314..123M-Masetti, N. et al.,1993IAUC.5900....1H-Harmon, B.A. et al.,1994A&A...290..803D-Della Valle, M. et al.,"
J171824.2-402934,B,17 18 24.130,,-40 29 30.40,,347.29998779296875,-1.6,x,15.699999809265137,,931,,,,,,,,,,,,,,,1400.0,,,662,,,,,,,"R,B",,,,,"2000A&A...358L..71K-Kaptein, R.G. et al.,"
J1723-376,TB,17 23 38.000,,-37 39 42.00,,350.20001220703125,-0.86,x,30.0,,,,,,,,,,,,,,,,,70.0,,,821,,,,,,,"X,AS",,,,,"1999IAUC.7103Q...1M-Marshall, F.E. & Markwardt,C.B.,"
1724-356,,17 27 39.000,,-35 44 04.00,,352.20001220703125,-0.5,x,78.0,,,,,,,,,,,,,,,,,32.0,,,611,,,,,,,K,,,,,"...................-in't Zand, J.J.M. et al.            *,"
1724-307,GBA,17 27 33.200,,-30 48 07.00,,356.29998779296875,2.3,x,3.0,Ter 2,475,,,,,,,,,1.399999976158142,,,,"10,803",,15.0,,,"999,1366",,,,,,,"E,X,AS,B,R",,,,,"1980ApJ...237..432M-Malkan, M. et al.,1989A&A...222...96P-Parmar, A.N. et al.,1984MNRAS.210..899V-Verbunt, F. et al.,1988AJ.....96...92A-Armandroff, T.E. & Zinn, R.,"
1728-337,BA,17 31 57.400,,-33 50 05.00,,354.29998779296875,-0.2,x,5.0,,469,,,,,,,,,3.5,,,:,527,,150.0,,,"1366,1399",,,,,,,"U,M,A,H,S,C,X",,GX 354-0,,,"1981MNRAS.197..865W-Warwick, R.S. et al.,1984ApJ...282..118H-Hertz, P. & Grindlay, J.E.,1984MNRAS.210..899V-Verbunt, F. et al.,"
1728-169,A,17 31 44.200,,-16 57 42.00,,8.5,9.0,o,,V2216 Oph,"328,447",16.799999237060547,,,0.30000001192092896,,,-0.699999988079071,,0.30000001192092896,,,,"954,1123",,300.0,,,1399,4.2,,,,,"529,1123","U,M,A,H,S",,GX 9+9,,,"1980A&AS...42..251N-Neckel, T. & Klare, G.,1981MNRAS.197..865W-Warwick, R.S. et al.,1988ApJ...331..764H-Hertz, P. & Wood, K.S.,1990ApJ...354..720S-Schaefer, B.E.,"
1728-247,P,17 32 02.200,,-24 44 44.00,,1.899999976158142,4.8,o,,V2116 Oph,328,19.0,,,,,,,,1.7000000476837158,,,P,"288,289",,100.0,,,1399,340.0,,d,114.0,,"276,943","U,M,A,H,S",,GX 1+4,,*GF,"1976ApJ...203..448D-Davidsen, A. et al.,1989PASJ...41....1N-Nagase, F.,1981MNRAS.197..865W-Warwick, R.S. et al.,1977ApJ...211..866D-Davidsen, A. et al.,1986ApJ...300..551C-Cutler, E.P. et al.,"
1730-312,T,17 33 32.000,,-31 13 00.00,,356.29998779296875,1.6,x,120.0,,,,,,,,,,,,,,,,,900.0,,,94,,,,,,,"K,Gr",,,,,"1994IAUC.6088....1B-Borozdin, K.N. et al.,"
1730-335,GBT,17 33 24.100,,-33 23 16.00,,354.79998779296875,-0.2,x,3.0,Lil 1,"475,767",,,,,,,,,3.0,,,:,"10,803",<,0.1,200.0,,"465,1215",,,,,,,"S,X,AS,Exo",,Rapid Burster,,,"1988ApJ...324..379S-Stella, L. et al.,1980ApJ...237..432M-Malkan, M. et al.,1988AJ.....96...92A-Armandroff, T.E. & Zinn, R.,...................-Grindlay, J.E.                      *,"
1730-220,T,17 33 57.000,,-22 02 07.00,,4.5,5.9,x,102.0,,,,,,,,,,,,,,,,<,10.0,130.0,,230,,,,,,,U,,,,,"1978ApJ...224...46C-Cominsky, L. et al.,"
1731-260,BT,17 34 13.000,,-26 05 09.00,,1.100000023841858,3.6,x,60.0,,"51,182",,,,,,,,,3.200000047683716,,,:,1230,<,10.0,110.0,,1230,,,,,,,"K,X,Gr,R",,,,,"...................-Sunyaev, R.A. et al.                *,"
1732-304,GB,17 35 47.600,,-30 28 56.00,,357.6000061035156,0.9,x,8.0,Ter 1,797,,,,,,,,,1.5,,2.4800000190734863,,"10,988,1405",,10.0,,,"999,1166,1366",,,,,,,"Ha,B,Gr,H,R,Exo",,,,,"1999A&A...350..840O-Ortolani, S. et al.,1989A&A...222...96P-Parmar, A.N. et al.,1988AJ.....96...92A-Armandroff, T.E. & Zinn, R.,1984MNRAS.210..899V-Verbunt, F. et al.,...................-Webbink, R.F.                       *,1987Natur.330..544S-Skinner, G.K. et al.,"
1732-273,TU,17 36 02.000,,-27 25 33.00,,0.1599999964237213,2.59,x,60.0,,182,,,,,,,,,,,,,,<,5.0,50.0,,"612,792",,,,,,,"K,G",,,,,"1988IAUC.4571.....F-Makino, F.,...................-in't Zand, J.J.M. et al.            *,"
1734-292,,17 37 25.000,,-29 10 48.00,,358.8399963378906,1.4,x,60.0,,182,,,,,,,,,,,,,,,3.4,,,1019,,,,,,,Gr,,,,,"1992PAZh...18..217P-Pavlinsky, M.N. et al.,"
1735-269,B,17 38 16.000,,-27 00 16.00,,0.7799999713897705,2.4,x,120.0,,,,,,,,,,,,,,,,,10.0,,,1166,,,,,,,"SL,X,R,AS,B",,,,,"1987Natur.330..544S-Skinner, G.K. et al.,"
1735-444,BA,17 38 58.300,,-44 27 00.00,,346.1000061035156,-7.0,o,,V926 Sco,633,17.5,,,0.20000000298023224,,,-0.800000011920929,,0.15000000596046448,,,,"492,633,1348",,160.0,,,1399,4.65,,,,,1319,"U,M,A,H,S,B,X",,*5,,,"1982ApJ...254L...1H-Hammerschlag-Hensberge, G. t al.,1981MNRAS.197..865W-Warwick, R.S. et al.,1987A&A...185..147V-van Amerongen, S. et al.,1986A&AS...63...71V-van Paradijs, J. et al.,1977Natur.270..321J-Jernigan, J.G. et al.,"
1735-28,T,17 38 34.000,,-28 29 00.00,,359.6000061035156,1.56,x,420.0,,,,,,,,,,,,,,,,<,0.4,565.0,,"230,1166",,,,,,,"U,M",,,,,"1978ApJ...224...46C-Cominsky, L. et al.,1987Natur.330..544S-Skinner, G.K. et al.,"
1736-297,,17 39 33.000,,-29 43 26.00,,358.6300048828125,0.7,x,60.0,,182,,,,,,,,,,,,,,,2.0,,,725,,,,,,,Gr,,,,,"1992PAZh...18...30L-Lapshov, I. et al.,"
1737-31,T,17 39 56.000,,-30 59 00.00,,357.29998779296875,0.58,x,180.0,,,,,,,,,,,,,,,,,26.0,,,822,,,,,,,"Gr,C,X,AS,B",,,,,"1997IAUC.6603Q...1M-Marshall, F.E. & Smith, D.M,"
1737-282,,17 40 57.000,,-28 18 36.00,,0.009999999776482582,1.2,x,180.0,,,,,,,,,,,,,,,,,3.0,,,1166,,,,,,,SL,,,,,"1987Natur.330..544S-Skinner, G.K. et al.,"
1739-278,T,17 42 37.000,,-27 46 59.00,,0.6600000262260437,1.17,x,180.0,,831,23.200000762939453,,,,,,,~,4.0,,,,"459,831",,860.0,,(2-60keV),1258,,,,,,,"Gr,K,X,R",,,,,"1996A&A...314L..21G-Greiner, J. et al.,1996IAUC.6390Q...1T-Takeshima, T. et al.,1997A&A...323..158M-Marti, J. et al.,"
1739-304,,17 42 44.000,,-30 30 51.00,,358.3299865722656,-0.3,x,96.0,,,,,,,,,,,,,,,,,9.0,,,611,,,,,,,K,,,,,"...................-in't Zand, J.J.M. et al.            *,"
1740-294,T(?),17 43 47.000,,-29 26 00.00,,359.3599853515625,0.1,x,72.0,,,,,,,,,,,,,,,,,30.0,,,262,,,,,,,,,GC X-4,,,"1978ApJ...222L..95C-Cruddace, R.G. et al.,"
1740.7-2942,,17 43 54.700,,-29 44 43.00,,359.1199951171875,-0.1,x,12.0,,"734,882,1  169",,,,,,,,,,,,,,,4.0,30.0,,"1166,1168,1233",,,,,,,"E,X,C,R,AS,Gr",,,,,"1991PAZh...17...99S-Sunyaev, R.A. et al.,1987Natur.330..544S-Skinner, G.K. et al.,1990MNRAS.243...72S-Skinner, G.K. et al.,"
1741.2-2859,,17 44 25.400,,-29 00 45.00,,359.79998779296875,0.18,x,60.0,,,,,,,,,,,,,,,,<,1.5,300.0,,909,,,,,,,G,,,,,"1990ApJ...353..480M-Mitsuda, K. et al.,"
1741-293,TB,17 44 49.000,,-29 21 06.00,,359.5,-0.07,x,60.0,,182,,,,,,,,,,,,,,<,5.0,26.0,,612,,,,,,,"K,B,X",,MXB1743-29,?,,"...................-in't Zand, J.J.M. et al.            *,"
1741-322,TU,17 45 02.000,,-32 13 38.00,,357.1000061035156,-1.6,x,20.0,,,,,,,,,,,,,,,,<,2.0,770.0,,"103,1168,1448",,,,,,,H,,,,,"1984ApJS...56..507W-Wood, K.S. et al.,1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,1990MNRAS.243...72S-Skinner, G.K. et al.,"
1741.9-2853,TB,17 45 01.000,,-28 54 06.00,,356.0,0.13,x,45.0,,182,,,,,,,,,,,,,,,7.0,,,1233,,,,,,,"Gr,B",,,,,"1991PAZh...17...99S-Sunyaev, R.A. et al.,"
1742-326,,17 45 29.000,,-32 41 39.00,,356.79998779296875,-1.9,x,540.0,,,,,,,,,,,,,,,,<,2.0,3.0,,"1168,1400",,,,,,,Exo,,,,,"1988MNRAS.232..551W-Warwick, R.S. et al.,1990MNRAS.243...72S-Skinner, G.K. et al.,"
1742.2-2857,,17 45 26.600,,-28 59 00.00,,359.8999938964844,0.01,x,60.0,,1403,,,,,,,,,,,,,,,0.1,,(0.9-4.0keV),1403,,,,,,,E,,,,,"1981ApJ...250..142W-Watson, M.G. et al.,"
1742-294,B(T?),17 45 37.000,,-29 27 00.00,,359.55999755859375,-0.26,x,180.0,,,,,,,,,,,,,,,,,45.0,,,262,,,,,,,"A,S,AS,Gr,E,K",,GC X-2,,,"1978ApJ...222L..95C-Cruddace, R.G. et al.,"
1742-289,TB(?),17 45 37.000,,-29 01 07.00,,359.8999938964844,0.0,r,3.0,,1403,,,,,,,,,,,,,,<,9.0,2000.0,,103,,,,,,,A,,,,,"1983ARA&A..21...13B-Bradt, H.V. & McClintock, JE.,"
